ID	xref	prefLabel
ID	A OboInOwl:hasDbXref	A skos:prefLabel
http://purl.obolibrary.org/obo/NCBITaxon_1		root
http://purl.obolibrary.org/obo/NCBITaxon_10066		Muridae
http://purl.obolibrary.org/obo/NCBITaxon_10088		Mus <genus>
http://purl.obolibrary.org/obo/NCBITaxon_10090		Mus musculus
http://purl.obolibrary.org/obo/NCBITaxon_117570		Teleostomi
http://purl.obolibrary.org/obo/NCBITaxon_117571		Euteleostomi
http://purl.obolibrary.org/obo/NCBITaxon_131567		cellular organisms
http://purl.obolibrary.org/obo/NCBITaxon_1338369		Dipnotetrapodomorpha
http://purl.obolibrary.org/obo/NCBITaxon_1437010		Boreoeutheria
http://purl.obolibrary.org/obo/NCBITaxon_1963758		Myomorpha
http://purl.obolibrary.org/obo/NCBITaxon_2759		Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_314146		Euarchontoglires
http://purl.obolibrary.org/obo/NCBITaxon_314147		Glires
http://purl.obolibrary.org/obo/NCBITaxon_32523		Tetrapoda
http://purl.obolibrary.org/obo/NCBITaxon_32524		Amniota
http://purl.obolibrary.org/obo/NCBITaxon_32525		Theria <mammals>
http://purl.obolibrary.org/obo/NCBITaxon_33154		Opisthokonta
http://purl.obolibrary.org/obo/NCBITaxon_33208		Metazoa
http://purl.obolibrary.org/obo/NCBITaxon_33213		Bilateria
http://purl.obolibrary.org/obo/NCBITaxon_33511		Deuterostomia
http://purl.obolibrary.org/obo/NCBITaxon_337687		Muroidea
http://purl.obolibrary.org/obo/NCBITaxon_39107		Murinae
http://purl.obolibrary.org/obo/NCBITaxon_40674		Mammalia
http://purl.obolibrary.org/obo/NCBITaxon_6072		Eumetazoa
http://purl.obolibrary.org/obo/NCBITaxon_7711		Chordata
http://purl.obolibrary.org/obo/NCBITaxon_7742		Vertebrata <vertebrates>
http://purl.obolibrary.org/obo/NCBITaxon_7776		Gnathostomata <vertebrates>
http://purl.obolibrary.org/obo/NCBITaxon_8287		Sarcopterygii
http://purl.obolibrary.org/obo/NCBITaxon_862507		Mus <subgenus>
